epochs,loss,val_loss,rmse,val_rmse
27,0.27883824706077576,0.2668168246746063,0.5280513763427734,0.5165431499481201
28,0.27802932262420654,0.2674402594566345,0.5272848606109619,0.5171462893486023
29,0.2775006592273712,0.2653612196445465,0.526783287525177,0.5151322484016418
30,0.2766231298446655,0.26889073848724365,0.5259497165679932,0.5185467600822449
31,0.275606244802475,0.2652207911014557,0.5249821543693542,0.5149959325790405
32,0.27471062541007996,0.26316696405410767,0.5241284370422363,0.5129980444908142
33,0.2742801308631897,0.2642350196838379,0.5237175822257996,0.5140379667282104
34,0.27388790249824524,0.2617941200733185,0.523343026638031,0.5116581916809082
35,0.2731262445449829,0.26248112320899963,0.5226148366928101,0.5123291015625
36,0.27205395698547363,0.26089146733283997,0.5215879082679749,0.5107753872871399
37,0.27144694328308105,0.260295033454895,0.5210056900978088,0.5101912021636963
38,0.27134743332862854,0.25980493426322937,0.5209102034568787,0.5097106099128723
39,0.27095654606819153,0.2611525356769562,0.520534873008728,0.5110308527946472
40,0.270066499710083,0.25916746258735657,0.5196792483329773,0.509084939956665
41,0.2697812616825104,0.25898855924606323,0.5194047093391418,0.5089091658592224
42,0.269316166639328,0.2597793936729431,0.5189567804336548,0.5096855759620667
43,0.26893436908721924,0.26016509532928467,0.5185888409614563,0.5100638270378113
44,0.26846304535865784,0.26012322306632996,0.5181341767311096,0.510022759437561
45,0.2675688564777374,0.2583925724029541,0.517270565032959,0.5083233118057251
46,0.2675941586494446,0.259198397397995,0.5172950625419617,0.5091153383255005
47,0.2668185234069824,0.2572889029979706,0.5165448188781738,0.5072365403175354
48,0.26663312315940857,0.2565195858478546,0.5163652896881104,0.5064776539802551
49,0.26625457406044006,0.2581828534603119,0.5159986019134521,0.5081169605255127
50,0.2655426561832428,0.2625759243965149,0.5153083205223083,0.5124216079711914
51,0.2653804421424866,0.25419995188713074,0.5151509046554565,0.5041824579238892
52,0.2650773227214813,0.25504201650619507,0.5148565769195557,0.5050168633460999
53,0.2643614113330841,0.253738671541214,0.5141608715057373,0.5037248134613037
54,0.264365553855896,0.25567376613616943,0.514164924621582,0.5056419372558594
55,0.2639774978160858,0.2533016800880432,0.5137873888015747,0.5032908320426941
56,0.2636760175228119,0.2585035562515259,0.5134939551353455,0.5084324479103088
57,0.26315537095069885,0.25360167026519775,0.5129867196083069,0.5035887956619263
58,0.2630777359008789,0.2528713047504425,0.5129110217094421,0.5028631091117859
59,0.2626776099205017,0.2527504563331604,0.5125208497047424,0.5027429461479187
60,0.26204460859298706,0.2533630132675171,0.511902928352356,0.5033518075942993
61,0.26157644391059875,0.2512529790401459,0.5114454627037048,0.5012513995170593
62,0.2613377273082733,0.25215965509414673,0.5112119913101196,0.5021550059318542
63,0.2612742781639099,0.25313708186149597,0.5111499428749084,0.5031272768974304
64,0.2608940303325653,0.25254422426223755,0.5107778906822205,0.5025377869606018
65,0.2606861889362335,0.25285276770591736,0.5105744004249573,0.5028446912765503
66,0.2602694630622864,0.2564423978328705,0.5101661086082458,0.5064014196395874
67,0.26012879610061646,0.2521865665912628,0.5100282430648804,0.5021818280220032
68,0.2597055733203888,0.2561589777469635,0.5096131563186646,0.5061215162277222
69,0.25941503047943115,0.25084519386291504,0.5093280076980591,0.5008444786071777
70,0.25950056314468384,0.2515121102333069,0.5094119906425476,0.5015098452568054
71,0.25899285078048706,0.2509990930557251,0.5089133977890015,0.5009980797767639
72,0.2582145631313324,0.24810650944709778,0.508148193359375,0.49810290336608887
73,0.2583153545856476,0.25005999207496643,0.5082473158836365,0.500059962272644
74,0.25808480381965637,0.24916183948516846,0.5080204606056213,0.49916112422943115
75,0.25785207748413086,0.24978601932525635,0.5077913999557495,0.4997859597206116
76,0.25809821486473083,0.2506123483181,0.5080336928367615,0.5006119608879089
77,0.2573564648628235,0.24858327209949493,0.5073031187057495,0.49858126044273376
78,0.25748735666275024,0.24861003458499908,0.5074321031570435,0.4986080825328827
79,0.257228821516037,0.24815420806407928,0.5071772933006287,0.4981507956981659
80,0.256741464138031,0.24866516888141632,0.5066966414451599,0.49866339564323425
81,0.2565854787826538,0.24780447781085968,0.5065426826477051,0.4977996349334717
82,0.2566770613193512,0.2488580197095871,0.5066330432891846,0.49885672330856323
83,0.2566465735435486,0.2474449723958969,0.5066030025482178,0.4974384009838104
84,0.25620871782302856,0.24845628440380096,0.5061706304550171,0.49845388531684875
85,0.2556418478488922,0.2460174411535263,0.5056103467941284,0.4960014522075653
86,0.2559550106525421,0.24750858545303345,0.5059199929237366,0.4975023567676544
87,0.2554788589477539,0.24823378026485443,0.5054491758346558,0.49823063611984253
88,0.2553277313709259,0.24652640521526337,0.5052996277809143,0.4965142607688904
89,0.25522780418395996,0.2466195672750473,0.5052007436752319,0.49660804867744446
90,0.25482964515686035,0.25232407450675964,0.5048065185546875,0.5023186802864075
91,0.2546463906764984,0.2465716302394867,0.5046250224113464,0.4965597987174988
92,0.2551664412021637,0.24501481652259827,0.5051400065422058,0.4949897229671478
93,0.25446847081184387,0.24878239631652832,0.504448652267456,0.49878090620040894
94,0.25436294078826904,0.24573907256126404,0.5043440461158752,0.495720773935318
95,0.254343181848526,0.24548660218715668,0.5043244957923889,0.49546605348587036
96,0.2542452812194824,0.24521805346012115,0.5042273998260498,0.4951949715614319
97,0.25402578711509705,0.24716296792030334,0.5040097236633301,0.4971548616886139
98,0.25385403633117676,0.24962645769119263,0.5038393139839172,0.4996263086795807
99,0.25355279445648193,0.24683400988578796,0.5035402774810791,0.4968239367008209
