epochs,loss,val_loss,rmse,val_rmse
0,0.44502562284469604,0.35243135690689087,0.6671023964881897,0.5936592817306519
1,0.37364494800567627,0.32671916484832764,0.6112650632858276,0.5715935230255127
2,0.3540743589401245,0.3271801173686981,0.5950414538383484,0.5719966292381287
3,0.3411411941051483,0.31724485754966736,0.5840729475021362,0.5632449388504028
4,0.33357930183410645,0.3082396686077118,0.5775632262229919,0.5551933646202087
5,0.3274191617965698,0.3089742958545685,0.5722055435180664,0.5558545589447021
6,0.324520468711853,0.3010621666908264,0.5696669816970825,0.5486913323402405
7,0.3203509449958801,0.30176085233688354,0.5659955143928528,0.5493276119232178
8,0.3183457553386688,0.29683786630630493,0.5642213821411133,0.5448282957077026
9,0.31559693813323975,0.2961466610431671,0.5617801547050476,0.5441935658454895
10,0.31266966462135315,0.29550614953041077,0.5591687560081482,0.5436047911643982
11,0.3111096918582916,0.2982842028141022,0.5577720999717712,0.5461540222167969
12,0.3095354437828064,0.2887533903121948,0.5563591122627258,0.5373578071594238
13,0.30758026242256165,0.2915274202823639,0.5545991659164429,0.5399327874183655
14,0.306978315114975,0.28719407320022583,0.5540562272071838,0.5359048843383789
15,0.305160254240036,0.28798410296440125,0.5524131059646606,0.5366414785385132
16,0.3034462332725525,0.28358694911003113,0.5508595108985901,0.532528817653656
17,0.3030537962913513,0.2840951085090637,0.5505031943321228,0.5330057144165039
18,0.3013608157634735,0.2877576947212219,0.5489634275436401,0.5364305377006531
19,0.3003060519695282,0.2854463756084442,0.5480018854141235,0.5342718362808228
20,0.29933813214302063,0.28184399008750916,0.5471180081367493,0.5308898091316223
21,0.2985289692878723,0.28702017664909363,0.5463780164718628,0.5357426404953003
22,0.29779160022735596,0.28024664521217346,0.5457028746604919,0.5293832421302795
23,0.2970069348812103,0.27896350622177124,0.544983446598053,0.5281699299812317
24,0.29588890075683594,0.2788885831832886,0.5439566969871521,0.528099000453949
25,0.29546821117401123,0.27991849184036255,0.5435698628425598,0.5290732383728027
26,0.29504239559173584,0.278339684009552,0.5431780219078064,0.5275790691375732
27,0.29391372203826904,0.281559020280838,0.5421380996704102,0.530621349811554
28,0.29357412457466125,0.276579886674881,0.5418248176574707,0.5259086489677429
29,0.29284587502479553,0.28391167521476746,0.5411523580551147,0.5328336358070374
30,0.292182981967926,0.2755144238471985,0.5405395030975342,0.524894654750824
31,0.29174602031707764,0.27833691239356995,0.5401352047920227,0.5275764465332031
32,0.29128625988960266,0.2814139723777771,0.5397094488143921,0.530484676361084
33,0.28989458084106445,0.2816677987575531,0.5384185910224915,0.5307238698005676
34,0.2895864248275757,0.2783986032009125,0.53813236951828,0.5276349186897278
35,0.2886711061000824,0.27503523230552673,0.5372812151908875,0.5244380235671997
36,0.28861284255981445,0.2810842990875244,0.5372269749641418,0.5301738381385803
37,0.28780823945999146,0.2768833637237549,0.5364776253700256,0.526197075843811
38,0.2871141731739044,0.27203819155693054,0.5358303785324097,0.5215728282928467
39,0.2863564193248749,0.2770253121852875,0.535122811794281,0.5263319611549377
40,0.28550437092781067,0.2731076180934906,0.5343260765075684,0.5225970149040222
41,0.2855253517627716,0.27806615829467773,0.5343457460403442,0.5273197889328003
42,0.2848953306674957,0.2713485062122345,0.533755898475647,0.5209112167358398
43,0.28430160880088806,0.28195175528526306,0.5331994295120239,0.5309913158416748
44,0.28343281149864197,0.27265116572380066,0.5323840975761414,0.5221601128578186
45,0.28324735164642334,0.27584266662597656,0.5322098731994629,0.5252072811126709
46,0.2828098237514496,0.27539700269699097,0.5317986607551575,0.5247828364372253
47,0.2819939851760864,0.27630406618118286,0.53103107213974,0.5256463289260864
48,0.2819422483444214,0.2679785490036011,0.5309823155403137,0.5176664590835571
49,0.2808409035205841,0.27047792077064514,0.5299442410469055,0.5200749039649963
50,0.28079649806022644,0.2693346440792084,0.5299023389816284,0.5189746022224426
51,0.28073224425315857,0.2725401520729065,0.5298417210578918,0.5220537781715393
52,0.27985528111457825,0.27642109990119934,0.5290135145187378,0.5257576704025269
53,0.27950021624565125,0.2729955017566681,0.5286778211593628,0.5224897265434265
54,0.27889490127563477,0.2674809992313385,0.5281050205230713,0.517185628414154
55,0.27836090326309204,0.2699749767780304,0.5275992155075073,0.5195911526679993
56,0.2782128155231476,0.272597998380661,0.5274588465690613,0.5221092104911804
57,0.27805936336517334,0.2660354971885681,0.5273133516311646,0.5157862901687622
58,0.2771827280521393,0.2672404646873474,0.5264814496040344,0.5169530510902405
59,0.27759283781051636,0.272207647562027,0.5268707871437073,0.5217352509498596
60,0.27689647674560547,0.2647552490234375,0.5262095332145691,0.5145437121391296
61,0.2767449617385864,0.27236106991767883,0.5260655283927917,0.5218822360038757
62,0.2764507532119751,0.26818138360977173,0.5257858633995056,0.5178623199462891
63,0.27631711959838867,0.27135998010635376,0.5256587266921997,0.5209222435951233
64,0.27535146474838257,0.2679010033607483,0.5247394442558289,0.5175915360450745
65,0.2750379145145416,0.2658871114253998,0.524440586566925,0.5156424045562744
66,0.27441704273223877,0.2672739028930664,0.523848295211792,0.5169854164123535
67,0.27443909645080566,0.2686447501182556,0.5238693356513977,0.5183095335960388
68,0.2741771638393402,0.27079740166664124,0.5236192941665649,0.5203819870948792
69,0.27413392066955566,0.2753259539604187,0.5235779881477356,0.5247151255607605
70,0.27397242188453674,0.271253377199173,0.5234237313270569,0.520819902420044
